,Lawyer Names,experience,field,feedback,gender,charge,avg_days_for_disposal,lang,practices_at,location,cd,isprobo
1233,Sana Varughese,26,"['Civil ', '  Labor ', ' Labor ']",3.0,f,331.2246966835244,90.62843881731415,"['Punjabi', 'Malayalam', 'Urdu']",Bassi-Saraf,Delhi, Large Corporations,False
1234,Adira Bumb,22,"[' Human Rights ', 'Constitutional ', '  Medical ']",2.0,m,377.9917292698681,129.55003712918383,"['Punjabi', 'Assamese']",Karan,Mumbai, Individuals,False
1235,Rhea Shroff,4,"[' Family ', 'Criminal ', '  Media  Entertainment ']",2.0,f,469.36072966885513,107.30254274672316,"['Odia', 'Assamese', 'Telugu']",Borde-Bassi,Kolkata, Individuals,False
1236,Dishani Khanna,19,"[' Family ', 'Immigration ', '  Constitutional ']",2.0,m,175.4923668174342,107.4386050228176,"['Bengali', 'Tamil', 'Marathi']",Behl-Bhatti,Bangalore, Small Businesses,True
1237,Renee Gole,20,"['  Consumer Protection ', 'Civil ', ' Consumer Protection ']",4.0,f,477.5950426394436,96.53319478488547,"['Gujarati', 'Marathi', 'Kannada']",Karnik LLC,Delhi, Large Corporations,False
1238,Siya Issac,1,"['Consumer Protection ', ' Human Rights ', '  Medical ']",1.0,f,78.46820231930366,92.49727908865721,"['Hindi', 'Urdu', 'Gujarati']",Bera and Sons,Kolkata, Small Businesses,False
1239,Rohan Rana,20,"[' Medical ', '  Constitutional ', 'Real Estate ']",,m,321.35623851406467,,"['Hindi', 'Odia', 'Gujarati']",Khosla-Krishnan,Delhi, Small Businesses,True
1240,Dishani Jhaveri,17,"[' Consumer Protection ', 'Human Rights ', '  Civil ']",1.0,m,75.70972370449849,79.81529480305302,"['Hindi', 'Urdu', 'Punjabi']",Setty,Chennai, Large Corporations,True
1241,Saksham Balan,12,"[' Civil ', '  Banking  Finance ', 'Real Estate ']",4.0,m,452.19838449287516,82.79138380196288,"['Malayalam', 'Urdu', 'Assamese']",Vaidya,Mumbai, Individuals,True
1242,Jayant Soman,15,"[' Consumer Protection ', '  Human Rights ', 'Real Estate ']",2.0,m,288.4140756815243,61.87661903928701,"['Bengali', 'Odia', 'Marathi']",Brar Ltd,Mumbai, Individuals,True
1243,Fateh Kohli,1,"['Consumer Protection ', '  Labor ', ' Tax ']",3.0,m,351.20675784325823,72.6387631467685,"['Bengali', 'Urdu']",Sachdeva-Mahajan,Kolkata, Individuals,True
1244,Onkar Bhattacharyya,26,"[' Real Estate ', 'Intellectual Property ', '  Medical ']",2.0,m,424.20826665970367,60.28745293616049,"['Hindi', 'Tamil', 'Telugu']",Salvi Ltd,Chennai, Large Corporations,True
1245,Keya Dhawan,14,"['Civil ', '  Family ', ' Tax ']",5.0,f,117.63978011778595,89.42514246453942,"['Gujarati', 'Telugu']",Sathe Ltd,Bangalore, Large Corporations,False
1246,Kismat Banerjee,6,"['Family ', ' Constitutional ', '  Corporate ']",3.0,m,67.36620287216023,102.28148956273225,"['Urdu', 'Gujarati', 'Telugu']",Jha-Tak,Chennai, Large Corporations,False
1247,Farhan Ramanathan,5,"['Medical ', ' Labor ', '  Tax ']",2.0,m,445.4965156607835,106.60161777936493,"['Odia', 'Assamese', 'Telugu']",Biswas,Chennai, Large Corporations,True
1248,Pranay Tak,11,"['Immigration ', '  Constitutional ', ' Civil ']",3.0,m,191.71995235651963,96.22176693118861,"['Bengali', 'Telugu']",Sankaran-Agarwal,Hyderabad, Large Corporations,False
1249,Chirag Kapadia,4,"['  Banking  Finance ', ' Immigration ', 'Real Estate ']",,m,108.04050856722438,,"['Hindi', 'Marathi', 'Gujarati']",Ben-Khosla,Bangalore, Small Businesses,True
1250,Prisha Sibal,13,"['Medical ', ' Constitutional ', '  Intellectual Property ']",4.0,f,260.8075566891889,61.01902262220061,"['Gujarati', 'Assamese']",Kumer LLC,Bangalore, Individuals,False
1251,Dhruv Mani,11,"['Banking  Finance ', '  Tax ', ' Media  Entertainment ']",2.0,m,319.23773406320845,63.64696950897747,"['Tamil', 'Marathi']",Hari Group,Chennai, Large Corporations,True
1252,Baiju Golla,3,"['Media  Entertainment ', ' Real Estate ', '  Labor ']",5.0,m,63.936771540129556,70.96526134118253,"['Punjabi', 'Odia', 'Kannada']",Balakrishnan,Delhi, Individuals,True
1253,Riya Loyal,1,"[' Family ', 'Human Rights ', '  Tax ']",1.0,f,173.70304621568948,76.66710452946488,"['Bengali', 'Marathi', 'Punjabi']",Rastogi,Hyderabad, Large Corporations,False
1254,Myra Sankaran,6,"['Corporate ', ' Environmental ', '  Real Estate ']",2.0,f,64.75994342460321,87.60377253012621,"['Tamil', 'Gujarati', 'Kannada']",Tank,Delhi, Individuals,True
1255,Dhruv Raman,18,"[' Medical ', 'Civil ', '  Media  Entertainment ']",1.0,m,239.15092513797453,74.78753672809547,"['Hindi', 'Odia', 'Assamese']",Chokshi-Char,Chennai, Small Businesses,False
1256,Tarini Balay,24,"['Environmental ', '  Constitutional ', ' Media  Entertainment ']",5.0,f,452.79501307980996,95.08463840502392,"['Hindi', 'Odia', 'Kannada']",Kakar and Sons,Delhi, Individuals,True
1257,Aarush Kakar,10,"['Consumer Protection ', ' Consumer Protection ', '  Tax ']",2.0,m,492.1935851721061,86.51589745800791,"['Tamil', 'Odia', 'Urdu']",Barad Inc,Bangalore, Individuals,True
1258,Rati Bhakta,5,"['Intellectual Property ', ' Intellectual Property ', '  Corporate ']",5.0,f,336.6713990766324,90.15818567611538,"['Punjabi', 'Urdu', 'Assamese']",Doshi Inc,Bangalore, Large Corporations,False
1259,Kashvi Bali,23,"['Banking  Finance ', ' Labor ', '  Corporate ']",,f,122.73696220306631,,"['Hindi', 'Tamil', 'Bengali']",Shere-Lanka,Delhi, Individuals,True
1260,Prisha Thaman,10,"['Civil ', ' Criminal ', '  Constitutional ']",5.0,f,457.6322254996876,72.29652398699444,"['Bengali', 'Hindi', 'Gujarati']",Deshmukh Ltd,Bangalore, Small Businesses,False
1261,Kaira Madan,12,"['  Immigration ', ' Environmental ', 'Immigration ']",3.0,m,282.3115204400272,96.28056867438552,"['Hindi', 'Malayalam', 'Odia']",Mani LLC,Mumbai, Small Businesses,False
1262,Damini Raju,2,"['Human Rights ', ' Tax ', '  Corporate ']",2.0,f,119.18719044631314,89.7904015728589,"['Tamil', 'Marathi', 'Gujarati']",Bumb-Buch,Bangalore, Small Businesses,False
1263,Jhanvi Bava,13,"[' Consumer Protection ', 'Intellectual Property ', '  Tax ']",3.0,m,464.7770012532476,84.99770578545457,"['Bengali', 'Malayalam', 'Marathi']",Sant and Sons,Chennai, Large Corporations,False
1264,Hrishita Toor,8,"['Immigration ', '  Environmental ', ' Civil ']",2.0,m,390.8610728253964,103.2788448129894,"['Bengali', 'Malayalam', 'Kannada']",Khurana Ltd,Kolkata, Large Corporations,False
1265,Shanaya Dasgupta,2,"['Banking  Finance ', '  Media  Entertainment ', ' Tax ']",2.0,f,379.2673727254182,103.18521231835511,"['Bengali', 'Tamil', 'Telugu']",Dube Group,Delhi, Large Corporations,True
1266,Anvi Chander,20,"['Civil ', ' Labor ', '  Criminal ']",4.0,f,369.1313167074821,75.80263806017358,"['Punjabi', 'Telugu']",Majumdar-Chokshi,Hyderabad, Large Corporations,True
1267,Rati Bhasin,1,"[' Tax ', '  Medical ', 'has 1 years of experience in Family ']",2.0,f,140.15291949339905,87.26759124213113,"['Tamil', 'Odia', 'Assamese']",Vyas PLC,Delhi, Large Corporations,False
1268,Eshani Tata,5,"['Banking  Finance ', ' Labor ', '  Corporate ']",3.0,f,144.95301126838672,94.21817523876098,"['Hindi', 'Telugu']",Varghese Ltd,Bangalore, Small Businesses,True
1269,Vritika Kar,9,"['Environmental ', '  Consumer Protection ', ' Tax ']",,f,359.73184929226477,,"['Hindi', 'Tamil', 'Odia']",Kalita-Jain,Bangalore, Individuals,False
1270,Aniruddh Sule,17,"['  Labor ', ' Environmental ', 'Immigration ']",4.0,m,148.87523754967862,98.77531998431698,"['Tamil', 'Assamese', 'Kannada']",Rao,Kolkata, Small Businesses,True
1271,Nehmat Ramaswamy,9,"['  Immigration ', ' Human Rights ', 'Intellectual Property ']",2.0,m,247.402263561372,94.21788026865413,"['Tamil', 'Kannada']",Tiwari-Dass,Kolkata, Large Corporations,False
1272,Shamik Sama,11,"[' Corporate ', 'Intellectual Property ', '  Consumer Protection ']",5.0,m,401.90082151727364,117.48841860534019,"['Punjabi', 'Bengali', 'Telugu']",Kala,Hyderabad, Small Businesses,True
1273,Yuvraj  Venkatesh,15,"['Medical ', ' Environmental ', '  Tax ']",5.0,m,402.77863314402845,67.04581296105319,"['Tamil', 'Malayalam', 'Bengali']",Ghosh,Chennai, Individuals,False
1274,Eshani Deshmukh,24,"[' Human Rights ', 'Immigration ', '  Medical ']",4.0,f,253.96779763663685,88.16346015378903,"['Hindi', 'Odia', 'Marathi']",Jayaraman LLC,Mumbai, Large Corporations,True
1275,Amani Hans,6,"['  Family ', 'Tax ', ' Immigration ']",2.0,f,406.4854722238603,76.37246232731714,"['Malayalam', 'Urdu', 'Assamese']",Halder,Chennai, Small Businesses,False
1276,Anya Viswanathan,23,"['Civil ', ' Constitutional ', '  Civil ']",5.0,f,427.37980828912555,99.06161183158567,"['Malayalam', 'Urdu']",Konda,Hyderabad, Small Businesses,False
1277,Vidur Vora,3,"['  Medical ', 'Tax ', ' Constitutional ']",2.0,m,344.6490880779171,65.74242164931684,"['Bengali', 'Punjabi', 'Telugu']",Gandhi Group,Delhi, Individuals,True
1278,Advik Varghese,17,"[' Real Estate ', 'Constitutional ', '  Family ']",2.0,m,152.79163353878909,95.1946906533733,"['Tamil', 'Hindi']",Ganguly PLC,Bangalore, Large Corporations,False
1279,Tanya Bera,5,"[' Medical ', 'Civil ', '  Real Estate ']",,f,173.3053011734964,,"['Punjabi', 'Malayalam']",Kala-Ratti,Chennai, Large Corporations,True
1280,Pranay Dhar,28,"[' Medical ', 'Immigration ', '  Consumer Protection ']",4.0,m,191.67851993393091,78.98757200818478,"['Assamese', 'Tamil', 'Gujarati']",Guha,Bangalore, Individuals,True
1281,Samiha Gokhale,12,"[' Consumer Protection ', 'Criminal ', '  Civil ']",1.0,m,102.5618484802784,68.30252694688969,"['Bengali', 'Odia', 'Telugu']",Sethi,Bangalore, Individuals,True
1282,Aarush Sibal,18,"['  Real Estate ', ' Environmental ', 'Human Rights ']",5.0,m,172.9218291664753,83.02386080698491,"['Bengali', 'Malayalam', 'Punjabi']",Keer,Chennai, Individuals,False
1283,Mamooty Vaidya,14,"[' Environmental ', 'Immigration ', '  Civil ']",5.0,m,144.28365094063946,106.26750795436388,"['Tamil', 'Odia']",Char-Sarin,Chennai, Individuals,False
1284,Devansh Bhagat,21,"['  Media  Entertainment ', 'Tax ', ' Criminal ']",5.0,m,254.89793741387098,89.62216974705781,"['Punjabi', 'Assamese', 'Telugu']",Dhaliwal,Kolkata, Large Corporations,False
1285,Aaryahi Warrior,24,"['Family ', ' Criminal ', '  Civil ']",3.0,m,458.7968965425192,99.41520626811712,"['Tamil', 'Urdu', 'Marathi']",Anand,Hyderabad, Large Corporations,False
1286,Prerak Gera,11,"[' Medical ', 'Human Rights ', '  Media  Entertainment ']",2.0,m,97.01614253928113,114.96962732949413,"['Odia', 'Gujarati', 'Kannada']",Kakar Group,Hyderabad, Small Businesses,True
1287,Umang Kulkarni,9,"[' Real Estate ', 'Immigration ', '  Criminal ']",4.0,m,374.120565776328,93.95633377233864,"['Malayalam', 'Odia']",Samra-Bhagat,Mumbai, Small Businesses,False
1288,Shamik Seth,2,"['Immigration ', ' Intellectual Property ', '  Intellectual Property ']",5.0,m,359.2773519859075,81.6180064190649,"['Punjabi', 'Gujarati', 'Kannada']",Mahal-Mander,Kolkata, Small Businesses,False
1289,Krish Lata,12,"['Family ', '  Labor ', ' Constitutional ']",,m,93.08938939851095,,"['Hindi', 'Tamil', 'Marathi']",Kala,Mumbai, Large Corporations,True
1290,Vihaan Agrawal,3,"['  Family ', 'Immigration ', ' Intellectual Property ']",5.0,m,465.15758220761,81.83555780528562,"['Tamil', 'Marathi']",Ghosh,Chennai, Large Corporations,True
1291,Azad Lal,3,"[' Consumer Protection ', '  Banking  Finance ', 'Human Rights ']",2.0,m,305.81249097056883,82.43365975054246,"['Punjabi', 'Malayalam', 'Urdu']",Bhatia,Hyderabad, Large Corporations,False
1292,Vidur Ramanathan,1,"['Media  Entertainment ', ' Labor ', '  Corporate ']",2.0,m,213.6764845110579,67.20160800571523,"['Tamil', 'Odia', 'Hindi']",Sura-Chandran,Hyderabad, Small Businesses,True
1293,Bhamini Khalsa,8,"[' Medical ', '  Tax ', 'Real Estate ']",4.0,f,390.442362572888,103.89386236626588,"['Bengali', 'Malayalam', 'Gujarati']",Shankar-Garde,Mumbai, Individuals,True
1294,Arhaan Hora,22,"[' Medical ', 'Criminal ', '  Immigration ']",3.0,m,165.81445628073533,84.20996136525841,"['Gujarati', 'Assamese', 'Kannada']",Ray-Arora,Delhi, Individuals,True
1295,Aradhya Lad,28,"['Corporate ', '  Labor ', ' Labor ']",4.0,m,362.07942667084416,92.73147368723794,"['Bengali', 'Punjabi']",Sachdeva-Bhatia,Kolkata, Individuals,False
1296,Yuvaan Babu,29,"[' Banking  Finance ', 'Criminal ', '  Real Estate ']",5.0,m,67.87004340751125,74.46057107090041,"['Hindi', 'Urdu', 'Gujarati']",Goyal-Kapoor,Kolkata, Individuals,False
1297,Anika Lal,8,"['Consumer Protection ', ' Family ', '  Criminal ']",1.0,f,427.7336169241724,96.53921444573209,"['Odia', 'Kannada']",Karnik-Tella,Kolkata, Individuals,False
1298,Prerak Dar,11,"['Environmental ', '  Real Estate ', ' Tax ']",4.0,m,251.6768811595933,78.57088142797375,"['Bengali', 'Tamil', 'Telugu']",Biswas-Buch,Hyderabad, Large Corporations,True
1299,Azad Bose,9,"['Medical ', ' Criminal ', '  Intellectual Property ']",,m,336.51181146107376,,"['Bengali', 'Urdu', 'Telugu']",Karnik-Chaudhari,Bangalore, Small Businesses,True
1300,Vedika Balan,5,"['  Immigration ', ' Family ', 'Immigration ']",4.0,f,149.55701891300765,103.16739046858689,"['Punjabi', 'Assamese', 'Telugu']",Din Inc,Hyderabad, Individuals,False
1301,Yakshit Bajaj,14,"['  Banking  Finance ', ' Immigration ', 'Real Estate ']",2.0,m,354.6831706963016,101.86138968348794,"['Bengali', 'Tamil', 'Hindi']",Chaudry-Yogi,Bangalore, Individuals,False
1302,Ela Kanda,28,"['Media  Entertainment ', ' Real Estate ', '  Human Rights ']",5.0,f,397.50812415197447,89.66954891224589,"['Malayalam', 'Marathi']",Sampath-Chaudhry,Hyderabad, Individuals,True
1303,Ishaan Bhandari,3,"['Civil ', ' Real Estate ', '  Criminal ']",5.0,m,262.94593409797943,63.47803450939922,"['Hindi', 'Odia', 'Assamese']",Aurora-Randhawa,Chennai, Large Corporations,False
1304,Vihaan Gola,21,"['  Real Estate ', 'Immigration ', ' Labor ']",5.0,m,327.97711582780744,134.8921585509096,"['Bengali', 'Urdu', 'Telugu']",Shanker,Hyderabad, Individuals,False
1305,Shamik Halder,5,"[' Environmental ', 'Tax ', '  Intellectual Property ']",5.0,m,255.34666572007936,116.18788455409704,"['Tamil', 'Kannada']",Sha and Sons,Chennai, Small Businesses,False
1306,Kashvi Sangha,5,"['Banking  Finance ', ' Constitutional ', '  Human Rights ']",5.0,f,452.3411161660305,100.84012237332448,"['Punjabi', 'Hindi', 'Kannada']",Thakur Group,Bangalore, Large Corporations,False
1307,Lavanya Sood,19,"[' Intellectual Property ', '  Medical ', 'Real Estate ']",5.0,f,274.0411312314436,78.70194327613544,"['Hindi', 'Gujarati', 'Punjabi']",Kaul Inc,Kolkata, Large Corporations,True
1308,Riya Doshi,27,"['Family ', ' Criminal ', '  Tax ']",1.0,f,428.8139190629685,88.29611757447053,"['Tamil', 'Gujarati', 'Marathi']",Rao-Butala,Bangalore, Large Corporations,False
1309,Suhana Bains,14,"[' Family ', '  Tax ', 'Real Estate ']",,f,410.60842622161186,,"['Bengali', 'Tamil', 'Urdu']",Jha Group,Mumbai, Individuals,False
1310,Nirvi Bhatt,26,"['Media  Entertainment ', '  Banking  Finance ', ' Intellectual Property ']",5.0,f,234.72716960676044,108.95783908644583,"['Punjabi', 'Urdu', 'Marathi']",Hans PLC,Kolkata, Individuals,True
1311,Faiyaz Chaudhry,4,"['Consumer Protection ', ' Environmental ', '  Real Estate ']",3.0,m,153.53802133586376,93.9375433627775,"['Punjabi', 'Gujarati', 'Kannada']",Bhavsar-Aggarwal,Hyderabad, Individuals,True
1312,Ryan Dhar,25,"['Family ', ' Family ', '  Medical ']",5.0,m,232.73695965189694,78.23754212460251,"['Tamil', 'Marathi', 'Gujarati']",Rao-Bhagat,Hyderabad, Individuals,True
1313,Nakul Wason,13,"[' Medical ', '  Banking  Finance ', 'Constitutional ']",4.0,m,421.79781909884906,82.93867351312826,"['Urdu', 'Assamese']",Iyengar LLC,Hyderabad, Small Businesses,True
1314,Himmat Kalla,10,"['Corporate ', '  Labor ', ' Media  Entertainment ']",5.0,m,152.43464111872657,106.81782213854856,"['Malayalam', 'Odia', 'Gujarati']",Deshmukh-Shukla,Hyderabad, Large Corporations,True
1315,Pari Samra,25,"[' Human Rights ', '  Immigration ', 'Labor ']",2.0,f,285.99635563598724,114.00146770230717,"['Bengali', 'Assamese', 'Telugu']",Sami Inc,Hyderabad, Individuals,False
1316,Lakshit Krishnan,18,"['  Constitutional ', 'Human Rights ', ' Tax ']",1.0,m,412.7435365823364,112.92497345229368,"['Punjabi', 'Gujarati', 'Assamese']",Bedi and Sons,Bangalore, Small Businesses,True
1317,Siya Bera,8,"['  Labor ', ' Immigration ', 'Real Estate ']",4.0,f,209.06486380777045,101.35548097580966,"['Bengali', 'Gujarati', 'Kannada']",Krishnan Ltd,Chennai, Large Corporations,True
1318,Nayantara Bhat,8,"[' Banking  Finance ', 'Human Rights ', '  Tax ']",4.0,f,338.9943366512138,86.21062696796045,"['Malayalam', 'Assamese', 'Kannada']",Mall-Comar,Bangalore, Large Corporations,True
1319,Uthkarsh Sharaf,7,"['  Immigration ', 'Intellectual Property ', ' Immigration ']",,m,160.53420832196653,,"['Bengali', 'Malayalam', 'Kannada']",Ravel and Sons,Delhi, Large Corporations,True
1320,Vihaan Atwal,8,"[' Intellectual Property ', 'Tax ', '  Intellectual Property ']",5.0,m,99.17575041567196,94.45740035712332,"['Punjabi', 'Gujarati']",Chad,Bangalore, Individuals,False
1321,Indrajit Kalita,14,"['Immigration ', ' Intellectual Property ', '  Criminal ']",1.0,m,407.4729012917854,89.9725686173385,"['Malayalam', 'Urdu', 'Assamese']",Ghosh-Goswami,Kolkata, Large Corporations,False
1322,Dhanuk D’Alia,19,"[' Banking  Finance ', 'Tax ', '  Environmental ']",4.0,m,94.53588053391806,92.0997314448203,"['Assamese', 'Gujarati', 'Marathi']",Kala-Bhatnagar,Hyderabad, Individuals,True
1323,Arhaan Halder,29,"['Human Rights ', ' Intellectual Property ', '  Media  Entertainment ']",1.0,m,172.12162778581308,90.8084602054981,"['Malayalam', 'Urdu', 'Kannada']",Gala,Bangalore, Small Businesses,False
1324,Eshani Keer,6,"[' Banking  Finance ', 'Criminal ', '  Consumer Protection ']",4.0,f,434.79923989884804,70.10606757076265,"['Bengali', 'Malayalam', 'Kannada']",Rastogi LLC,Chennai, Large Corporations,True
1325,Sahil Kar,1,"[' Family ', '  Medical ', 'Labor ']",5.0,m,205.91117918540024,98.36112835276778,"['Urdu', 'Marathi', 'Telugu']",Barman Inc,Hyderabad, Small Businesses,True
1326,Badal Zachariah,23,"[' Banking  Finance ', 'Media  Entertainment ', '  Civil ']",4.0,m,487.8704072813725,99.48324471047775,"['Assamese', 'Tamil', 'Hindi']",Wagle-Banerjee,Mumbai, Individuals,False
1327,Mohanlal Iyer,15,"['  Real Estate ', 'Criminal ', ' Tax ']",4.0,m,490.8804506482369,100.23508173089489,"['Hindi', 'Marathi', 'Kannada']",Bobal,Delhi, Individuals,False
1328,Yuvaan Lalla,1,"[' Banking  Finance ', 'Constitutional ', '  Environmental ']",3.0,m,170.72420920410053,104.1986550536008,"['Assamese', 'Kannada', 'Telugu']",Borra,Kolkata, Individuals,False
1329,Rania Srivastava,25,"[' Human Rights ', '  Family ', 'Labor ']",,f,68.4402000124507,,"['Odia', 'Gujarati', 'Telugu']",Som Ltd,Chennai, Large Corporations,True
1330,Shalv Edwin,17,"[' Medical ', 'has 17 years of experience in Labor ', '  Immigration ']",2.0,m,367.2784778924206,83.84955882691634,"['Assamese', 'Kannada', 'Telugu']",Hegde-Sarraf,Delhi, Large Corporations,False
1331,Aarna Dhar,1,"[' Banking  Finance ', 'Criminal ', '  Consumer Protection ']",2.0,f,252.94392619175468,88.93744728125864,"['Bengali', 'Tamil', 'Assamese']",Rout,Bangalore, Small Businesses,False
1332,Kismat Sule,15,"[' Corporate ', 'Family ', '  Corporate ']",5.0,m,95.33877978180934,91.36687300880065,"['Tamil', 'Telugu']",Dar-Dhar,Delhi, Individuals,False
1333,Ivana Chaudry,23,"['Consumer Protection ', ' Banking  Finance ', '  Intellectual Property ']",2.0,m,368.3852685401193,91.61549173659928,"['Tamil', 'Urdu', 'Marathi']",Uppal-Banerjee,Hyderabad, Small Businesses,False
1334,Zara Uppal,2,"['Media  Entertainment ', ' Intellectual Property ', '  Constitutional ']",5.0,f,64.02870910036455,104.97326483957595,"['Hindi', 'Malayalam', 'Kannada']",Brar Group,Hyderabad, Individuals,False
1335,Damini Sarkar,14,"[' Human Rights ', 'Human Rights ', '  Civil ']",2.0,f,441.58851072150895,99.65503129533737,"['Tamil', 'Marathi', 'Hindi']",Dubey-Bath,Mumbai, Individuals,True
1336,Shamik Ganesh,21,"['  Media  Entertainment ', 'Criminal ', ' Constitutional ']",3.0,m,112.39363810098668,121.1601515935493,"['Bengali', 'Marathi', 'Telugu']",Aggarwal-Bansal,Delhi, Small Businesses,True
1337,Priyansh Din,8,"[' Consumer Protection ', '  Corporate ', 'has 8 years of experience in Tax ']",2.0,m,107.29034543602626,123.09703469827008,"['Tamil', 'Bengali', 'Punjabi']",Saxena PLC,Delhi, Individuals,False
